max_voltage_step,framework_formula,formula_charge,max_delta_volume,average_voltage,capacity_grav,fracA_charge,fracA_discharge,stability_charge,stability_discharge,id_charge,id_discharge
0,VO2,VO2,0.083260291999756,-0.403076649999987,98.6034919687237,0,0.1,0.102308956666652,0.104911981229173,mp-1277428,mp-753365
0,CuO2,NaCuO2,0.091769341762147,-0.62730185,189.377187118958,0.25,0.4,0.099096411249999,0.047826573000001,mp-754718,mp-754549
0,CuO4,Na5CuO4,0.043462669459948,-1.267012695,100.953960613577,0.5,0.545454545454545,0.093369790499998,0.101886295227268,mp-754584,mp-754835
0,Ti3O8,Na4Ti3O8,0.002133851394673,-1.44616115,69.3359839816172,0.266666666666666,0.3125,0.0827074572,0.044782389952107,mp-754638,mp-759473
0,Ni3O4,Ni3O4,0.091634816110641,0.623256389999999,101.880597516136,0,0.125,0.041206718571428,0.040043627187499,mp-754800,mp-759512
0,Cr3O8,Cr3O8,0.006460504664538,2.09609078,87.3088435622628,0,0.083333333333333,0.046632533090909,0.029265952916667,mp-2220540,mp-1101719
0,Ni2O5,Na2Ni2O5,0.038113658591991,0.52741167999999,100.62387243277,0.222222222222222,0.3,0.062768743333333,0.041124000833335,mp-755035,mp-760035
0,CrO2,CrO2,0.110284766986716,1.52424776000001,140.336902247745,0,0.142857142857142,0.191386785833302,0.091304170119046,mp-1400837,mp-755611
0,NiO2,NiO2,0.187944888656776,1.79045926,131.13927870525,0,0.142857142857142,0.212661544027778,0.037003703214284,mp-1369444,mp-755841
0,SnO2,SnO2,0.138419011084772,-0.181603654999998,82.6167457442411,0,0.142857142857142,0.191471521666667,0.08821036776785,mp-1401382,mp-756229
1.07760235250004,TiO2,TiO2,0.019889905062623,-0.524799948000001,96.2142786614238,0,0.094339622641509,0.096698458749999,0.021623982169812,mp-849533,mp-757229
0,V2O5,NaV6O15,0.098423058402359,0.50684421999998,23.0997605120398,0.045454545454545,0.066666666666666,0.028784699318158,0.047726069555558,mp-757364,mp-760274
0,Ti4O9,Na2Ti4O9,0.000128597172435,-0.704106689999981,11.5941284080608,0.133333333333333,0.142857142857142,0.022471143666617,0.015774238406594,mp-849718,mp-757603
0,Cu3O4,Cu3O4,0.005093336302573,49.19576548,50.3540231056558,0,0.066666666666666,0.079719951607143,0.055952590750003,mp-1147673,mp-758835
0,CrO2,CrO2,0.056832659845787,5.263939425,140.336902247745,0,0.142857142857142,0.751348963749967,0.037030084761903,mp-1047121,mp-759090
